beir_datasets/arguana,10,457.4832778057444,0.35808902173123797,0.35808902173123797,0.7508922198429693
beir_datasets/arguana,100,320.4334383882343,0.35808902173123797,0.40617743724102084,0.9621698786581013
beir_datasets/arguana,1000,105.17762412960764,0.35808902173123797,0.41032557091274746,0.9950035688793719
beir_datasets/arguana,10000,14.235732639698842,0.33896906817332134,0.3889166728190568,0.9851485148514851
beir_datasets/arguana,100000,12.033140888664125,0.3391439585028195,0.3938454567623986,0.9838709677419355
beir_datasets/hotpotqa,10,325.73013482026846,0.5915196535838109,0.5915196535838109,0.6198514517218096
beir_datasets/hotpotqa,100,225.17383699406835,0.5915196535838109,0.6307913603005213,0.7729912221471978
beir_datasets/hotpotqa,1000,71.41291410304558,0.5915196535838109,0.6454210286800883,0.8694800810263336
beir_datasets/hotpotqa,10000,9.746958630415893,0.61040750108873,0.6700288001532706,0.8910891089108911
beir_datasets/hotpotqa,100000,1.2083442401604667,0.6403956900971857,0.7065749077861406,0.9354838709677419
beir_datasets/msmarco,10,785.7165111233146,0.2277761744845476,0.2277761744845476,0.38151862464183384
beir_datasets/msmarco,100,399.81633291943115,0.2277761744845476,0.28670086593393024,0.6621895893027699
beir_datasets/msmarco,1000,94.98138706575078,0.2277761744845476,0.3111864662449564,0.8547755491881567
beir_datasets/msmarco,10000,11.844734453390492,0.31989557281789965,0.3876774137128973,0.9036458333333334
beir_datasets/msmarco,100000,1.2803078933964656,0.2751515480713165,0.333685406731774,0.7982456140350878
beir_datasets/nq,10,809.6275236523559,0.29206184720134654,0.29206184720134654,0.45681247585940515
beir_datasets/nq,100,445.55838513221727,0.29206184720134654,0.3560990454855949,0.746234067207416
beir_datasets/nq,1000,101.21432767605654,0.29206184720134654,0.376154440782082,0.8977404403244496
beir_datasets/nq,10000,12.008734057979538,0.26642188503804887,0.35907072372882737,0.8755020080321284
beir_datasets/nq,100000,1.2884156617450933,0.2652682007093623,0.3756264165216911,0.9313725490196079
beir_datasets/quora,10,2478.331240829539,0.8080769924706325,0.8070526300074929,0.902087165965784
beir_datasets/quora,100,786.5201492457268,0.8080769924706325,0.8281687792583496,0.9771083752869337
beir_datasets/quora,1000,124.8958115684755,0.8080769924706325,0.8316539306799261,0.995843987437708
beir_datasets/quora,10000,10.928139689809539,0.7239304365666677,0.7687323397287958,0.9918896022828607
beir_datasets/quora,100000,1.4237999364791334,0.6789413901909804,0.7467550431566953,0.989010989010989
beir_datasets/scidocs,10,794.6922798986036,0.1545032175026175,0.1545032175026175,0.1626166666666667
beir_datasets/scidocs,100,476.67653476957815,0.1545032175026175,0.22107593089415178,0.3603333333333334
beir_datasets/scidocs,1000,113.66006019156592,0.1545032175026175,0.2643137253284256,0.5701166666666667
beir_datasets/scidocs,10000,11.763675363240958,0.10316898293849244,0.21827187076184457,0.5380952380952382
beir_datasets/scidocs,100000,8.972941110064674,0.21695766998545035,0.33738614375771375,0.6038461538461537
